base1,shoulder1,elbow1,base2,shoulder2,elbow2,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z
0.07084179,-0.1689706,-0.12883087,0.62937933,0.18584383,0.04782851,-0.033985414,-0.17492299,0.63727313,0.05203205,1.0,0.0,0.0,0.712251,-0.19398925,0.008140939,-0.58061206,-0.17592658,-0.06294636,-0.593843
0.08274916,-0.15096827,-0.11510336,0.6502426,0.11367127,0.08037201,-0.036319725,-0.15938477,0.6173492,0.04414932,1.0,0.0,0.0,0.70681995,-0.19730628,0.012548016,-0.57654816,-0.17595506,-0.06212768,-0.5918882
0.10822523,-0.12377371,-0.09980627,0.68202907,-0.00833544,0.12883699,-0.031588964,-0.14598487,0.59515125,0.03305779,1.0,0.0,0.0,0.7003733,-0.20541641,0.02406658,-0.5713885,-0.17573018,-0.06770209,-0.59223926
0.1359468,-0.09042657,-0.08023643,0.7119964,-0.1601474,0.16094354,-0.03729013,-0.14201382,0.61040807,-0.017629914,1.0,0.0,0.0,0.69370544,-0.21794276,0.04395473,-0.564291,-0.17525999,-0.07971114,-0.593813
0.150139,-0.056582678,-0.0632778,0.74278605,-0.3233468,0.18093023,-0.043802924,-0.13454373,0.62233377,-0.07439247,1.0,0.0,0.0,0.68760514,-0.23146297,0.06688896,-0.5565608,-0.18010645,-0.085695885,-0.591028
0.15536563,-0.02562862,-0.062266495,0.7835659,-0.4840344,0.212414,-0.05024037,-0.12555689,0.62652886,-0.12569244,1.0,0.0,0.0,0.6821789,-0.24265191,0.0870403,-0.5482282,-0.1863704,-0.08960226,-0.5879077
0.15410009,0.0011977179,-0.06774151,0.8078586,-0.6194455,0.23769826,-0.052690033,-0.11482026,0.6258922,-0.17274758,1.0,0.0,0.0,0.6772183,-0.24908628,0.10348299,-0.5402026,-0.1925983,-0.09499705,-0.58529925
0.14784971,0.02261478,-0.07943274,0.8153172,-0.7234835,0.2514947,-0.050277654,-0.1026669,0.6222091,-0.21809366,1.0,0.0,0.0,0.6724309,-0.25029683,0.11613039,-0.53618836,-0.1985833,-0.10039763,-0.5829062
0.13593812,0.038678624,-0.09426857,0.8118618,-0.80136144,0.25757635,-0.045056645,-0.08727472,0.6153226,-0.26186466,1.0,0.0,0.0,0.6676683,-0.24714066,0.12478643,-0.53670835,-0.20459221,-0.10529892,-0.5806754
0.12800679,0.051053558,-0.11321817,0.7993194,-0.8511841,0.26658785,-0.040404223,-0.07300676,0.6122167,-0.30502024,1.0,0.0,0.0,0.6626368,-0.2408722,0.12981474,-0.54007393,-0.21055102,-0.109657265,-0.5782714
0.12244654,0.06468953,-0.13114569,0.7584752,-0.85757005,0.27563584,-0.03610707,-0.06442225,0.61960983,-0.34923428,1.0,0.0,0.0,0.65706605,-0.23082678,0.13401058,-0.54610074,-0.21618393,-0.11423653,-0.57520485
0.11572744,0.081101865,-0.14551145,0.68991935,-0.82223177,0.2874582,-0.033459272,-0.061624654,0.63804734,-0.39530298,1.0,0.0,0.0,0.6508236,-0.2155818,0.1389961,-0.5571831,-0.22132729,-0.11881364,-0.5712219
