0.010273495,0.0032118482,-0.21033019,0.40403107,-0.24926005,-0.012343401,0.006358635,-0.23172884,0.57380354,-0.38920397,1.0151534,0.052348573,0.1998313,-0.97186065,0.0040455824,-0.20678948,-0.9650717,-0.0030954345,-0.005832191,0.00064773083,0.99997807
0.010578251,0.010985361,-0.2790372,0.50140375,-0.21399157,-0.034534022,0.02559826,-0.3682569,0.82880074,-0.4733449,1.0198115,0.064199165,0.19866006,-0.9628583,0.014862875,-0.2049987,-0.9444493,-0.006991699,-0.0045785313,0.0008379918,0.99996483
0.0725343,0.0051883296,-0.33244008,0.5573081,-0.29238752,-0.026387056,0.034742586,-0.42971608,0.9700048,-0.5371892,1.0220233,0.07551433,0.19795607,-0.9520619,0.017830312,-0.19777194,-0.90790606,-0.010579861,-0.005930182,0.00026077946,0.9999265
0.13849403,0.010230228,-0.34881315,0.55915093,-0.2880256,0.0042932327,0.036528032,-0.42218536,0.9933666,-0.5349134,1.0227962,0.089652,0.19170645,-0.9457574,0.014377905,-0.1975058,-0.881204,-0.013509599,-0.008391455,0.0009826625,0.99987316
0.23237039,0.01306221,-0.36378798,0.54401666,-0.25026074,0.026102113,0.04272476,-0.37431917,0.91871107,-0.50605,1.0229195,0.097225115,0.19614108,-0.94448066,0.0071694166,-0.20124787,-0.87442565,-0.015693545,-0.010066603,0.0031134484,0.9998214
0.31998444,0.007803905,-0.38380873,0.5310111,-0.2050004,0.029421417,0.048789185,-0.32035863,0.8330081,-0.49151778,1.0217638,0.10523218,0.20380555,-0.94397926,0.002359231,-0.20109159,-0.88613105,-0.016041249,-0.010227718,0.00846836,0.9997832
0.3204604,-0.0032345445,-0.39228335,0.51069665,-0.14085764,0.029938698,0.04899615,-0.27597243,0.78848916,-0.51495653,1.0191258,0.115429476,0.2107825,-0.94266033,-0.006930357,-0.1976755,-0.8990464,-0.014078986,-0.008158567,0.017498724,0.9997145
0.30627477,-0.01635707,-0.41881818,0.5327078,-0.12706819,0.052696932,0.040675033,-0.22547542,0.7623578,-0.5647092,1.0144652,0.12732148,0.21121511,-0.94144225,-0.026585154,-0.19418125,-0.90322953,-0.011028808,-0.0053870277,0.024748938,0.99961835
0.29509187,-0.030743824,-0.47366703,0.61421984,-0.18918535,0.11674956,0.02225019,-0.14304833,0.6808015,-0.6126818,1.0071207,0.13734838,0.2100761,-0.93518,-0.05633656,-0.19702691,-0.9010446,-0.007534483,-0.0020137765,0.029544085,0.9995331
0.2511513,-0.03054191,-0.5471228,0.81075895,-0.32574546,0.14448002,0.010270788,-0.108520225,0.578919,-0.4923793,0.99868494,0.14447539,0.20699306,-0.923786,-0.08792112,-0.21269652,-0.904829,-0.0049423473,0.0013077381,0.034641847,0.99938685
