vx,vy,vz,wx,wy,wz,base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,x_pos,y_pos,quat_x,quat_y,quat_z,quat_w,e1x_wf,e1y_wf,e1z_wf,e2x_wf,e2y_wf,e2z_wf,e3x_wf,e3y_wf,e3z_wf,e4x_wf,e4y_wf,e4z_wf
0.44301193952560425,-0.09880775213241577,-0.7320233583450317,-0.2016725391149521,1.6401333808898926,0.08080550283193588,0.1122056171298027,1.0127832889556885,-1.7009432315826416,-0.12522336840629578,1.1131716966629028,-1.3383997678756714,0.09115329384803772,1.0088536739349365,-1.3641904592514038,-0.07850710302591324,0.8007035851478577,-1.5335907936096191,0.4,0.0,0.0,0.31655627489089966,0.12994922697544098,0.1570756435394287,-0.2731713354587555,0.030886288732290268,-0.16404619812965393,-0.2910204529762268,-0.30828848481178284,0.15468227863311768,-0.29050928354263306,-0.21240195631980896,-0.15079058706760406,-0.2895614802837372,0.00838613510131836,-0.0019458532333374023,-0.0004986145067960024,0.023595672100782394,0.0037625941913574934,0.9997143745422363,0.13714933395385742,0.1561034917831421,0.043384939432144165,0.04050636291503906,-0.16575491428375244,0.02553582191467285,-0.30105793476104736,0.1504114866256714,0.0260469913482666,-0.2028747797012329,-0.15433096885681152,0.026994794607162476
0.4761792719364166,-0.06648997217416763,-0.9392998218536377,0.383472204208374,1.5679075717926025,-0.003036179579794407,0.12862449884414673,1.0105942487716675,-1.8900972604751587,-0.12341967970132828,1.1553926467895508,-1.4892776012420654,0.08809372782707214,1.0210280418395996,-1.4021382331848145,-0.08314645290374756,0.9646120071411133,-1.7414929866790771,0.4,0.0,0.0,0.2984597086906433,0.15321388840675354,0.15695983171463013,-0.24973520636558533,0.041911836713552475,-0.16270960867404938,-0.2784530520439148,-0.3125711679458618,0.15235760807991028,-0.2784496545791626,-0.23340541124343872,-0.1502915918827057,-0.24795013666152954,0.0165708065032959,-0.0035021305084228516,-0.0023558211978524923,0.03808778524398804,0.004391872324049473,0.9992620348930359,0.16839909553527832,0.15479838848114014,0.04872450977563858,0.059911251068115234,-0.16583704948425293,0.02000667154788971,-0.29732751846313477,0.14610207080841064,0.02001006156206131,-0.21550452709197998,-0.15583956241607666,0.050509579479694366
0.5420054793357849,-0.01900067925453186,-0.9403224587440491,-0.7674951553344727,1.2358003854751587,0.019266607239842415,0.16895753145217896,1.0162115097045898,-2.110121965408325,-0.12090925872325897,1.2469532489776611,-1.6040571928024292,0.10164236277341843,1.069124460220337,-1.4687581062316895,-0.10699641704559326,1.0998367071151733,-1.9643213748931885,0.4,0.0,0.0,0.2787022292613983,0.17477451264858246,0.15835408866405487,-0.21500635147094727,0.03357181325554848,-0.16163253784179688,-0.25869137048721313,-0.3207860589027405,0.15321077406406403,-0.25869879126548767,-0.23818138241767883,-0.1540333330631256,-0.19921047985553741,0.02504134178161621,-0.004386782646179199,-0.006484254729002714,0.05249447003006935,0.004397747106850147,0.9985904693603516,0.19841432571411133,0.15550053119659424,0.06369587779045105,0.06003546714782715,-0.16571736335754395,0.020010873675346375,-0.29708170890808105,0.14599263668060303,0.020003437995910645,-0.21177411079406738,-0.16051197052001953,0.0794917494058609
0.6104163527488708,0.04057726263999939,-0.819090723991394,-1.142083764076233,1.7460849285125732,0.14029279351234436,0.217335507273674,1.0220980644226074,-2.2245326042175293,-0.10640931874513626,1.329829216003418,-1.6921836137771606,0.12887980043888092,1.1138484477996826,-1.5235300064086914,-0.11509715020656586,1.14900803565979,-2.079780340194702,0.4,0.0,0.0,0.26001304388046265,0.1803985983133316,0.15890684723854065,-0.1980026364326477,0.024216631427407265,-0.16136005520820618,-0.2400074154138565,-0.3294265866279602,0.15411563217639923,-0.24001283943653107,-0.23678629100322723,-0.15743385255336761,-0.16794541478157043,0.034514427185058594,-0.004401445388793945,-0.018071351572871208,0.06751222163438797,0.005728419870138168,0.9975383877754211,0.21307611465454102,0.15656673908233643,0.06201041489839554,0.060582637786865234,-0.16547274589538574,0.02000562846660614,-0.2966604232788086,0.14592063426971436,0.02000020444393158,-0.2004481554031372,-0.16454434394836426,0.09206762909889221
0.6832100749015808,0.08688896894454956,-0.6510237455368042,-1.2052056789398193,2.3590755462646484,0.2952413856983185,0.2503844201564789,0.9828691482543945,-2.1816201210021973,-0.09352350980043411,1.399165391921997,-1.7630609273910522,0.15482591092586517,1.124800205230713,-1.5416110754013062,-0.06168517842888832,1.090705156326294,-2.0737781524658203,0.4,0.0,0.0,0.2437722384929657,0.17483586072921753,0.161283478140831,-0.21408697962760925,0.013571525923907757,-0.161810040473938,-0.22376278042793274,-0.3384482264518738,0.1552630364894867,-0.22377312183380127,-0.2334069162607193,-0.1511029601097107,-0.16357053816318512,0.04513955116271973,-0.0036116838455200195,-0.030407335609197617,0.08913923799991608,0.008427669294178486,0.9955192804336548,0.21721982955932617,0.16060864925384521,0.029685266315937042,0.06144857406616211,-0.16516876220703125,0.020009465515613556,-0.2958887815475464,0.14589917659759521,0.01999911665916443,-0.1856757402420044,-0.15864455699920654,0.08020170032978058
0.6558074355125427,0.11555052548646927,-0.498498797416687,-1.6128003597259521,1.676849365234375,0.6179782152175903,0.28311121463775635,1.0246795415878296,-2.2506790161132812,-0.07480517029762268,1.4554290771484375,-1.8054229021072388,0.19133614003658295,1.1275193691253662,-1.5430893898010254,0.02847716212272644,0.9764330387115479,-1.9667181968688965,0.4,0.0,0.0,0.22977562248706818,0.1660674512386322,0.15802694857120514,-0.20975755155086517,0.0018213865114375949,-0.1628303974866867,-0.20976226031780243,-0.34756365418434143,0.15803277492523193,-0.20955559611320496,-0.23309729993343353,-0.13906434178352356,-0.1796419620513916,0.0561368465423584,-0.0021026134490966797,-0.04687381908297539,0.11012392491102219,0.01414121687412262,0.9927112460136414,0.2176356315612793,0.1605905294418335,0.020018070936203003,0.06259560585021973,-0.16481506824493408,0.020013362169265747,-0.2957872152328491,0.14596593379974365,0.02022002637386322,-0.17290472984313965,-0.1477501392364502,0.050133660435676575
0.5077635049819946,0.05092490091919899,-0.475699782371521,0.5710020661354065,0.3583391010761261,0.7123851180076599,0.2933717966079712,1.0923047065734863,-2.327406167984009,-0.08273206651210785,1.5014592409133911,-1.8390746116638184,0.22995200753211975,1.1920387744903564,-1.7426674365997314,0.08616864681243896,0.9018163084983826,-1.8605555295944214,0.4,0.0,0.0,0.2179718315601349,0.1595168113708496,0.15498103201389313,-0.19796104729175568,-0.002970136469230056,-0.16487425565719604,-0.19795551896095276,-0.32479727268218994,0.16293705999851227,-0.18027745187282562,-0.23631487786769867,-0.12776976823806763,-0.19821327924728394,0.0651543140411377,-0.0011388063430786133,-0.05277709662914276,0.11878360062837601,0.021460331976413727,0.9912843704223633,0.21781444549560547,0.16060054302215576,0.02001078799366951,0.06932234764099121,-0.16598713397979736,0.02001631259918213,-0.26639020442962646,0.1475890874862671,0.037694379687309265,-0.16540956497192383,-0.1390160322189331,0.01975855976343155
0.4248204231262207,-0.03846441209316254,-0.37756818532943726,0.76058030128479,0.6950852870941162,0.42011183500289917,0.2903571128845215,1.1436762809753418,-2.3812036514282227,-0.1630808562040329,1.494138479232788,-2.0088047981262207,0.3303634524345398,1.1777788400650024,-2.002960681915283,0.08741067349910736,0.9445203542709351,-1.9002034664154053,0.4,0.0,0.0,0.20803803205490112,0.15473730862140656,0.15440888702869415,-0.18803606927394867,0.032670214772224426,-0.17512407898902893,-0.18567635118961334,-0.2706957757472992,0.18102094531059265,-0.14049942791461945,-0.2436550408601761,-0.1246466115117073,-0.18803587555885315,0.07170248031616211,-0.0019304752349853516,-0.04782191291451454,0.12646737694740295,0.026119982823729515,0.9904730916023254,0.21808648109436035,0.16041934490203857,0.020001962780952454,0.11355733871459961,-0.17508924007415771,0.02236168086528778,-0.20815789699554443,0.1645716428756714,0.06753860414028168,-0.16504430770874023,-0.139245867729187,0.020002149045467377
0.48945483565330505,-0.07287098467350006,-0.24177026748657227,1.8190405368804932,0.04377884417772293,0.1476360410451889,0.2709634304046631,1.1987947225570679,-2.4061882495880127,-0.32426896691322327,1.3129205703735352,-2.2187438011169434,0.43023228645324707,1.138887643814087,-2.2332937717437744,0.06734377890825272,0.9951157569885254,-1.938466191291809,0.4,0.0,0.0,0.2001461535692215,0.14828279614448547,0.15578888356685638,-0.1801300048828125,0.10692957788705826,-0.19131900370121002,-0.17350396513938904,-0.22258776426315308,0.19061973690986633,-0.09306018054485321,-0.2506396174430847,-0.12291120737791061,-0.18015746772289276,0.07907724380493164,-0.0033129453659057617,-0.03271406516432762,0.1301354318857193,0.026533562690019608,0.9906011819839478,0.21880769729614258,0.16019046306610107,0.0200161412358284,0.19609522819519043,-0.18863344192504883,0.02664218097925186,-0.1533956527709961,0.1751178503036499,0.10708597302436829,-0.16462326049804688,-0.13946521282196045,0.019988685846328735
0.5578658580780029,-0.09244359284639359,-0.07562778890132904,2.633570671081543,-0.38642358779907227,0.0876811072230339,0.22785402834415436,1.2591164112091064,-2.39965558052063,-0.4494425356388092,1.0383524894714355,-2.3213894367218018,0.4531838595867157,1.1048119068145752,-2.3545055389404297,0.027294019237160683,1.0629221200942993,-1.9737122058868408,0.4,0.0,0.0,0.194864884018898,0.1392083764076233,0.1579994559288025,-0.17485424876213074,0.17236769199371338,-0.19342753291130066,-0.16454032063484192,-0.1990852952003479,0.18914471566677094,-0.06471733748912811,-0.25917744636535645,-0.12234633415937424,-0.17486867308616638,0.08878469467163086,-0.004639863967895508,-0.00803408958017826,0.12823429703712463,0.0244920514523983,0.9914090037345886,0.22002148628234863,0.1600407361984253,0.02001063898205757,0.2704932689666748,-0.18932020664215088,0.03032456338405609,-0.11939740180969238,0.17444360256195068,0.1301475465297699,-0.16403532028198242,-0.13963472843170166,0.019996218383312225
