base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,base5,shoulder5,elbow5,base6,shoulder6,elbow6,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,e5x,e5y,e5z,e6x,e6y,e6z
-0.00096265913,-0.014255487,-1.8177235,-0.003761006,0.005750475,1.7214562,0.002103859,0.009128945,-1.6294053,-0.0005897694,-0.017121932,1.1280063,-0.00026367814,0.013188384,-1.49342,0.00040500358,-0.06786956,1.1861942,0.2,0.0,0.0,0.29616866,0.43291304,0.19689576,-0.20866847,0.45776987,-0.2162424,-0.2192929,0.048472367,0.48508358,-0.21642795,0.04240902,-0.6509205,-0.1904194,-0.48266605,0.3345659,-0.21421802,-0.5636956,-0.3714575,-0.19944535
-0.0012148398,-0.032826338,-1.7713398,-0.0035918402,-0.03108783,1.7276396,0.01623859,0.022873672,-1.6134175,5.7783658e-05,-0.01702334,1.1637052,0.0013824741,0.007904392,-1.4980464,-0.01233938,-0.12987262,1.2267687,0.2,0.0,0.0,0.2890775,0.44329235,0.20611136,-0.21185836,0.4634922,-0.21991982,-0.22417285,0.04469417,0.48869962,-0.21539114,0.039492838,-0.63254356,-0.20149338,-0.4762109,0.3306691,-0.20661622,-0.5457424,-0.35760218,-0.21425883
-0.006700804,-0.05582843,-1.7259241,-0.0106062945,-0.033836953,1.7296294,0.027254898,0.039206933,-1.591822,0.003285877,-0.010139947,1.1905748,0.0026754353,-0.00011872695,-1.4911317,-0.027135666,-0.15049678,1.2565765,0.2,0.0,0.0,0.2785115,0.45842555,0.21432659,-0.2111065,0.4483149,-0.21439175,-0.23429129,0.03919823,0.48987463,-0.21648459,0.03522029,-0.62241846,-0.20271562,-0.4782055,0.33185852,-0.19668962,-0.5248558,-0.33548132,-0.23415475
-0.009291124,-0.06804812,-1.6837789,-0.009132937,-0.027990587,1.7394344,0.026965708,0.02903971,-1.5930467,0.00580525,-0.013349065,1.2272578,0.0078821555,-0.007627678,-1.4941993,-0.05934455,-0.14672278,1.2768931,0.2,0.0,0.0,0.27147767,0.4733447,0.2202318,-0.21550241,0.44077232,-0.21804577,-0.24174795,0.032717235,0.49058905,-0.22683531,0.029996347,-0.61773473,-0.2049069,-0.48562935,0.33447963,-0.19368498,-0.5200207,-0.3224309,-0.24178803
-0.011773978,-0.075649686,-1.6466725,-0.010911383,-0.03342089,1.7370406,0.030718202,0.014034887,-1.6081092,0.013382989,-0.01342892,1.268636,0.023141304,-0.0015948213,-1.5119296,-0.0654,-0.14038485,1.2811625,0.2,0.0,0.0,0.26969695,0.48341653,0.22657499,-0.22323844,0.44018415,-0.21899366,-0.23964928,0.025160935,0.48714796,-0.23982476,0.03541871,-0.61164075,-0.20188406,-0.49375308,0.32240233,-0.20405197,-0.5208939,-0.32299125,-0.23992765
-0.016854635,-0.080327675,-1.614648,-0.012031371,-0.042125866,1.7354717,0.038721785,0.00943166,-1.6112396,0.019964948,-0.01729417,1.3043739,0.02429249,-0.0050647533,-1.5310669,-0.070391804,-0.13827762,1.2796289,0.2,0.0,0.0,0.26969385,0.49539703,0.23314859,-0.22286138,0.43960947,-0.21858516,-0.23965776,0.023555938,0.48715535,-0.23978531,0.039243326,-0.5991659,-0.20391543,-0.49105126,0.3136168,-0.21240541,-0.5221849,-0.32268664,-0.2397226
-0.023612892,-0.08323006,-1.5863811,-0.012276792,-0.04927939,1.736085,0.048192833,0.006962027,-1.6115648,0.025995672,-0.020496793,1.3361849,0.023505798,-0.01059262,-1.5482017,-0.0753972,-0.13590886,1.2774822,0.2,0.0,0.0,0.2696998,0.5060622,0.23713668,-0.22056168,0.4378896,-0.21782905,-0.23966852,0.021283107,0.4876745,-0.23974463,0.04196926,-0.58722687,-0.20674711,-0.48688087,0.31062812,-0.21438365,-0.523769,-0.32212827,-0.23970014
-0.031172039,-0.084983654,-1.5612934,-0.012979607,-0.054984793,1.7386347,0.058477122,0.0050471392,-1.611425,0.032819845,-0.023325453,1.3641143,0.022158602,-0.0160554,-1.5597407,-0.0803021,-0.13336568,1.2747836,0.2,0.0,0.0,0.269564,0.51558787,0.23946954,-0.21821871,0.43608585,-0.21692769,-0.23954828,0.018670032,0.48833472,-0.23959516,0.04430034,-0.5766774,-0.20927645,-0.48327094,0.30882284,-0.21470015,-0.52566034,-0.32158396,-0.23954558
-0.039327864,-0.0859714,-1.5378704,-0.0137682455,-0.059642207,1.7427623,0.06897176,0.0033899297,-1.6112406,0.040721595,-0.025717627,1.3892978,0.020822542,-0.020296076,-1.567197,-0.08454558,-0.1309712,1.2712712,0.2,0.0,0.0,0.269329,0.5239625,0.24098745,-0.21610065,0.43414095,-0.21587206,-0.23932818,0.015590776,0.48901942,-0.23934698,0.046982072,-0.5672229,-0.21153033,-0.48118407,0.30789858,-0.2145151,-0.5277102,-0.32122755,-0.23930572
-0.04882477,-0.08643021,-1.5182137,-0.014945187,-0.062416557,1.74856,0.08056332,0.0021150934,-1.6110817,0.049803175,-0.027396282,1.4121977,0.019398855,-0.022697503,-1.5731297,-0.08815362,-0.12925526,1.2669264,0.2,0.0,0.0,0.2689793,0.5318936,0.24170531,-0.21415205,0.43201596,-0.21484709,-0.23897985,0.0126221385,0.48965794,-0.23900068,0.049812548,-0.55857104,-0.21340874,-0.47975278,0.3076061,-0.21433264,-0.52990806,-0.3208953,-0.23894495
-0.058245476,-0.08618365,-1.5090817,-0.016507532,-0.063871555,1.7555393,0.09094744,0.0012092496,-1.6103399,0.062204584,-0.027942106,1.4251984,0.017793989,-0.024175132,-1.5785825,-0.09130979,-0.12770854,1.2623248,0.2,0.0,0.0,0.26854092,0.5387777,0.24136294,-0.21268523,0.42986125,-0.21380521,-0.2385553,0.009221394,0.49029738,-0.23856778,0.05290945,-0.5505712,-0.21503983,-0.4783096,0.3074183,-0.21417567,-0.5321056,-0.3206019,-0.23849149
-0.06639867,-0.085516244,-1.5044446,-0.018126061,-0.064782135,1.7630893,0.101591505,0.00063575566,-1.6095681,0.07811874,-0.027638277,1.4296516,0.016035933,-0.024863387,-1.5843518,-0.09439222,-0.12638414,1.2573422,0.2,0.0,0.0,0.2680785,0.54243004,0.23949678,-0.21194167,0.4275802,-0.21273276,-0.23808911,0.005997047,0.49107182,-0.23809929,0.057110813,-0.54556245,-0.21603735,-0.47688428,0.3073177,-0.21398547,-0.53439915,-0.32031965,-0.23803237
-0.073163174,-0.08481871,-1.5014714,-0.019896545,-0.065388575,1.7711968,0.11202005,9.415718e-05,-1.6086353,0.09662466,-0.027088834,1.4310752,0.0144172115,-0.025193693,-1.5901412,-0.097416505,-0.12538034,1.252031,0.2,0.0,0.0,0.26760018,0.5445718,0.23737292,-0.21161239,0.42528453,-0.21162245,-0.23762001,0.0026954524,0.49178007,-0.23761815,0.06262958,-0.5430761,-0.2165021,-0.47513425,0.30716112,-0.21383548,-0.5367449,-0.31997842,-0.23755048
-0.078632504,-0.08408704,-1.498836,-0.021807186,-0.065834455,1.7796034,0.12267409,-0.0005830114,-1.6076281,0.11621525,-0.026762974,1.4323996,0.012942494,-0.025215946,-1.5968386,-0.10055271,-0.12461643,1.246401,0.2,0.0,0.0,0.26709145,0.5460109,0.23543301,-0.21146022,0.42284378,-0.21053874,-0.2371057,-0.00059590046,0.49247873,-0.23711129,0.06899557,-0.54132336,-0.21679524,-0.47336286,0.30691963,-0.213652,-0.5391615,-0.31961957,-0.23703958
-0.083113976,-0.08340352,-1.4961233,-0.023686063,-0.06615759,1.7881644,0.13332716,-0.0014358617,-1.6067305,0.13586587,-0.026644079,1.4324875,0.0117309075,-0.024928832,-1.6039557,-0.10372984,-0.12390499,1.2406147,0.2,0.0,0.0,0.2665356,0.547163,0.23389603,-0.2114221,0.42038217,-0.20945509,-0.23655647,-0.004016038,0.49318102,-0.23655307,0.07573591,-0.53934574,-0.21716237,-0.47131976,0.30638695,-0.21346611,-0.54159343,-0.31928724,-0.23647523
-0.08701296,-0.08280954,-1.4935507,-0.02576092,-0.06650612,1.7969856,0.14405371,-0.0026805035,-1.6059179,0.15418574,-0.02685777,1.4309759,0.010515825,-0.02435051,-1.6111673,-0.10697906,-0.1233905,1.23457,0.2,0.0,0.0,0.2659356,0.54821813,0.23267393,-0.2114067,0.41789258,-0.20838399,-0.23595813,-0.007439424,0.49386603,-0.23595446,0.08243826,-0.5375514,-0.21754451,-0.46913797,0.3056984,-0.21335235,-0.54410267,-0.3189068,-0.23587538
-0.09081994,-0.08209831,-1.4905707,-0.02786994,-0.0669129,1.805912,0.15485124,-0.004227039,-1.6053128,0.1702725,-0.027534906,1.428411,0.009534658,-0.023277689,-1.6197971,-0.1102118,-0.12295075,1.2283257,0.2,0.0,0.0,0.2652943,0.5491534,0.23164071,-0.2114513,0.41532883,-0.20732172,-0.2353169,-0.010963097,0.49455792,-0.23531549,0.08874151,-0.5361783,-0.21789043,-0.4668951,0.304859,-0.21333142,-0.5466231,-0.31859118,-0.23522991
-0.09522253,-0.08114957,-1.4874266,-0.029982947,-0.06725391,1.8148967,0.16555148,-0.005982199,-1.604806,0.18331386,-0.028854417,1.4259129,0.008739908,-0.019914849,-1.6295412,-0.11352984,-0.122748815,1.2217898,0.2,0.0,0.0,0.26462653,0.5501741,0.23061255,-0.21156839,0.41272557,-0.20628886,-0.23464632,-0.014493604,0.49521032,-0.23465054,0.094265796,-0.5351295,-0.2182915,-0.46416804,0.30365795,-0.21348433,-0.5491838,-0.3182836,-0.23455735
-0.1005118,-0.07947419,-1.4846594,-0.032215044,-0.06777029,1.8240411,0.17655134,-0.008163705,-1.6043438,0.19281851,-0.031194933,1.4247833,0.007661031,-0.010320046,-1.6384563,-0.1170229,-0.12294408,1.2149895,0.2,0.0,0.0,0.26393762,0.55120605,0.22935523,-0.21183988,0.41008753,-0.20525338,-0.23396006,-0.018043905,0.49586812,-0.23396082,0.09863836,-0.53409344,-0.21887097,-0.46062574,0.30189943,-0.21428876,-0.5518209,-0.3179136,-0.23386635
-0.10773096,-0.07409596,-1.48274,-0.034651686,-0.06858177,1.8330618,0.18799771,-0.010667381,-1.6039286,0.1986387,-0.03559131,1.426317,0.006227961,0.008182648,-1.6468657,-0.12068144,-0.12317166,1.2082833,0.2,0.0,0.0,0.26324847,0.55206037,0.22754316,-0.21249521,0.4073712,-0.20427606,-0.23326743,-0.021686329,0.49652505,-0.2332734,0.10163831,-0.5327455,-0.2197414,-0.45561683,0.29928792,-0.21701828,-0.5544408,-0.31750584,-0.23320536
-0.11613244,-0.055197403,-1.4827416,-0.036848657,-0.070738606,1.8410949,0.19939972,-0.013035727,-1.6035265,0.20088391,-0.049280412,1.4320289,0.004746627,0.040719673,-1.653263,-0.124182366,-0.1231803,1.200869,0.2,0.0,0.0,0.26267952,0.5517731,0.22464864,-0.21467644,0.40465543,-0.20319594,-0.23269717,-0.025733134,0.49715108,-0.23270866,0.103246465,-0.53036696,-0.2214263,-0.44847605,0.2951429,-0.22248845,-0.5569557,-0.31729412,-0.23260044
-0.11764797,-0.02717561,-1.488987,-0.037736047,-0.07118308,1.8491907,0.20815584,-0.013714081,-1.6006407,0.19885173,-0.06368208,1.4461011,0.005816674,0.041205205,-1.6459209,-0.12804715,-0.124278836,1.2006018,0.2,0.0,0.0,0.26238987,0.54818267,0.21929027,-0.22155584,0.40233132,-0.20202038,-0.23236609,-0.028726282,0.4980121,-0.23241033,0.10290163,-0.52404433,-0.22655354,-0.43712378,0.28959426,-0.2322781,-0.55931133,-0.3164702,-0.23231491
-0.11681306,-0.021260645,-1.4933308,-0.041176327,-0.061947167,1.835827,0.20688671,-0.04359479,-1.5715514,0.18479465,-0.061182607,1.4525844,0.008917693,0.036325257,-1.6417135,-0.1283441,-0.09282671,1.2107117,0.2,0.0,0.0,0.2621608,0.5391087,0.21240638,-0.23222426,0.3993123,-0.20251192,-0.23216204,-0.030553972,0.4984778,-0.232176,0.0985604,-0.5163321,-0.23219159,-0.43858826,0.29112768,-0.23216924,-0.5609633,-0.31394213,-0.23213181
-0.11297045,-0.01672056,-1.5007784,-0.044283792,-0.031797513,1.8112743,0.20342673,-0.089843675,-1.5439464,0.1719153,-0.06039669,1.4570838,0.015294234,0.03168586,-1.6363429,-0.12755324,-0.053761315,1.2327974,0.2,0.0,0.0,0.2620351,0.53590417,0.2124587,-0.23200747,0.405331,-0.20603134,-0.23050417,-0.034358907,0.5164112,-0.22204185,0.094900504,-0.5163635,-0.23204887,-0.44194385,0.2911898,-0.23208956,-0.56695706,-0.31732005,-0.22306421
-0.110465184,-0.012034487,-1.5098816,-0.046895288,0.011640424,1.7798029,0.19446346,-0.11019114,-1.5174078,0.15613765,-0.060184613,1.4607579,0.021899553,0.030568196,-1.6266418,-0.12628387,-0.033001363,1.2646753,0.2,0.0,0.0,0.26244935,0.53218764,0.21187893,-0.23245169,0.4189411,-0.21582149,-0.22536284,-0.037038054,0.53831476,-0.20614882,0.09008113,-0.5165958,-0.23245132,-0.4456645,0.29162976,-0.23248973,-0.5724194,-0.31914034,-0.21155253
-0.10944484,-0.006945057,-1.522858,-0.0494321,0.023737935,1.7462473,0.17872252,-0.10967689,-1.5230732,0.13578203,-0.06290178,1.4638479,0.02614727,0.026826426,-1.6171402,-0.124357745,-0.02420487,1.2997648,0.2,0.0,0.0,0.26287276,0.5283185,0.21038596,-0.23288137,0.4375049,-0.22895695,-0.21635348,-0.035561405,0.55252725,-0.19733615,0.08391925,-0.51693135,-0.23285465,-0.44934508,0.29270378,-0.23286578,-0.5698937,-0.31714055,-0.20748454
-0.10815288,-0.004643365,-1.5355341,-0.05065685,0.026826484,1.715181,0.15639584,-0.10774545,-1.5249739,0.115364835,-0.06293207,1.4684542,0.030055502,0.023316687,-1.6075292,-0.12278957,-0.017018666,1.3338288,0.2,0.0,0.0,0.26275873,0.52353823,0.20832129,-0.23277111,0.4492766,-0.23720859,-0.21302137,-0.02905574,0.5509732,-0.19759461,0.07747706,-0.5170564,-0.23274423,-0.45325086,0.29360738,-0.23279764,-0.5619531,-0.3148831,-0.20788041
-0.10613963,-0.0036008565,-1.549039,-0.051138703,0.028903853,1.6865004,0.13016698,-0.10560178,-1.5263883,0.09545601,-0.062647335,1.4733162,0.034007438,0.020198261,-1.5975194,-0.12166021,-0.009815167,1.366003,0.2,0.0,0.0,0.26253676,0.5193752,0.20715587,-0.23258126,0.45823225,-0.24296908,-0.21252996,-0.020633282,0.55037344,-0.1983369,0.071137056,-0.5171739,-0.23254035,-0.457346,0.29460886,-0.23257115,-0.5538759,-0.31236142,-0.20856567
-0.102728024,-0.0033912142,-1.5632917,-0.050403558,0.030708628,1.6602198,0.10381308,-0.10295467,-1.5267627,0.07679217,-0.0623294,1.4780957,0.038012207,0.017968081,-1.58638,-0.12103882,-0.0026777943,1.396158,0.2,0.0,0.0,0.26231351,0.51520336,0.20635223,-0.2323578,0.46646985,-0.24791868,-0.21220946,-0.010955675,0.54967445,-0.19930713,0.065073155,-0.5171491,-0.23231384,-0.46155128,0.29544172,-0.23234236,-0.5463097,-0.30999297,-0.20864344
-0.09791699,-0.003934855,-1.5776758,-0.04837876,0.03242876,1.6355808,0.08118666,-0.099772304,-1.5265175,0.059076242,-0.06203674,1.4827139,0.042310342,0.01697006,-1.5742042,-0.12082788,0.003653766,1.4240623,0.2,0.0,0.0,0.26213694,0.51082337,0.2060679,-0.23218873,0.47417608,-0.25200728,-0.21193826,-0.0014497958,0.54890245,-0.2004775,0.059456605,-0.5169408,-0.23213676,-0.46596894,0.29617122,-0.23215768,-0.5393517,-0.3077324,-0.20813596
-0.09166655,-0.0045389286,-1.5913932,-0.044452198,0.033771794,1.612011,0.06463669,-0.09662927,-1.5264353,0.04304581,-0.061885044,1.4870238,0.04700258,0.016785646,-1.5612197,-0.12084832,0.009285345,1.4498494,0.2,0.0,0.0,0.2620364,0.5063796,0.20629749,-0.2320956,0.48151082,-0.25538737,-0.21177708,0.006554827,0.5480195,-0.20182759,0.05403841,-0.5165633,-0.2320352,-0.47051597,0.29680452,-0.23204431,-0.53296155,-0.30542114,-0.20732875
-0.08321763,-0.0050179334,-1.6049773,-0.03755177,0.034978688,1.5902162,0.055066485,-0.09384182,-1.5263327,0.028651712,-0.06172567,1.4917247,0.05198198,0.01730801,-1.5472144,-0.1209644,0.014388049,1.4735978,0.2,0.0,0.0,0.2619981,0.5019646,0.20706953,-0.23204666,0.48871294,-0.25788411,-0.21164094,0.012262045,0.5470892,-0.20313334,0.049149256,-0.51599395,-0.23198126,-0.4751994,0.29733166,-0.23200533,-0.52702993,-0.30314016,-0.2064031
-0.0737912,-0.005014933,-1.6176113,-0.024919353,0.036056988,1.5742726,0.048627798,-0.09167266,-1.5250261,0.014722303,-0.06140497,1.4967961,0.056545172,0.018277008,-1.5326961,-0.12095726,0.019295152,1.4957292,0.2,0.0,0.0,0.26199573,0.49744278,0.20824625,-0.23204072,0.49573165,-0.259317,-0.21150331,0.015651364,0.54635507,-0.20419703,0.04456418,-0.5151329,-0.23198153,-0.4799051,0.29802907,-0.23197456,-0.5216671,-0.3007259,-0.20537733
-0.064166,-0.0042654034,-1.6290282,-0.0064734863,0.036793835,1.5626999,0.041782785,-0.090041704,-1.5231421,0.0007947359,-0.06087486,1.5019912,0.060769584,0.01880237,-1.5189892,-0.120670885,0.024010604,1.5171531,0.2,0.0,0.0,0.26195413,0.49307284,0.20950206,-0.2319937,0.5019931,-0.2581501,-0.21131058,0.018047394,0.54611546,-0.20480955,0.040101305,-0.5142182,-0.23194554,-0.48443732,0.29882178,-0.23193084,-0.5166775,-0.2984879,-0.20428085
-0.054780375,-0.0031009899,-1.6401571,0.01566359,0.03757034,1.5525559,0.03453502,-0.08851555,-1.520404,-0.013285698,-0.059873886,1.507129,0.0646671,0.019267995,-1.5058287,-0.12023488,0.02826099,1.5346931,0.2,0.0,0.0,0.26187178,0.48894176,0.21059345,-0.23190866,0.50781417,-0.25452733,-0.21108223,0.020748546,0.5460587,-0.20513564,0.035652176,-0.5133909,-0.23187673,-0.48867816,0.29960415,-0.23185568,-0.5117607,-0.29640833,-0.20338766
-0.04682278,-0.0017847813,-1.6508249,0.038602278,0.038316242,1.5424201,0.027017746,-0.086985536,-1.5169135,-0.027613215,-0.05848115,1.5117534,0.06838805,0.020150464,-1.4928545,-0.1196338,0.03207417,1.5470124,0.2,0.0,0.0,0.2617753,0.48486763,0.21135598,-0.23180981,0.5136653,-0.24954748,-0.21085744,0.023708176,0.54617614,-0.2052939,0.031109227,-0.5127578,-0.2317848,-0.492653,0.3003955,-0.23174793,-0.5078216,-0.29477113,-0.20263743
-0.040569372,-0.00062082853,-1.6610255,0.060254373,0.03883799,1.5324056,0.019593913,-0.085520595,-1.5131252,-0.042696472,-0.05704657,1.5155516,0.07175752,0.02138581,-1.4804453,-0.11883208,0.03484844,1.5564692,0.2,0.0,0.0,0.2616713,0.48101947,0.21168971,-0.23170014,0.5195217,-0.24412262,-0.21070176,0.026753874,0.54648066,-0.20530762,0.02650809,-0.5123583,-0.23168415,-0.49644166,0.30111063,-0.23164469,-0.5052137,-0.29378122,-0.20190835
-0.035091013,0.0007258664,-1.6712879,0.07969546,0.038649082,1.5223799,0.012510701,-0.08414445,-1.5088683,-0.0572584,-0.05556295,1.5185307,0.075198874,0.02244297,-1.4685447,-0.11805314,0.03709167,1.5646275,0.2,0.0,0.0,0.2615382,0.47746745,0.21166666,-0.23157613,0.52503556,-0.23878936,-0.21065484,0.02969259,0.5469143,-0.20526107,0.021691311,-0.51214355,-0.2315512,-0.49997473,0.3017618,-0.23151027,-0.5030987,-0.29309243,-0.2013359
-0.030172804,0.0017615065,-1.6813911,0.09638123,0.038441945,1.5127935,0.0057312003,-0.08288582,-1.5044667,-0.07188434,-0.054153267,1.5209326,0.07860403,0.023422591,-1.457281,-0.117202945,0.03860077,1.5724362,0.2,0.0,0.0,0.2613513,0.47391555,0.21153681,-0.23138657,0.53012496,-0.23372856,-0.21071342,0.03240026,0.5475692,-0.20514223,0.01721704,-0.5120549,-0.23136292,-0.50347894,0.302242,-0.23131764,-0.5010976,-0.29257795,-0.20092523
-0.025491642,0.0030882957,-1.6909144,0.1097999,0.037511203,1.5035295,-0.0007570901,-0.08155055,-1.5000682,-0.08555554,-0.05290166,1.5228095,0.082022734,0.02393607,-1.4469143,-0.11636905,0.039693054,1.5799608,0.2,0.0,0.0,0.26114705,0.47053042,0.21132241,-0.23117992,0.53469676,-0.22934717,-0.210782,0.034974705,0.5483248,-0.20509136,0.012700153,-0.5120305,-0.2311586,-0.50685596,0.30265066,-0.23111846,-0.4990041,-0.292022,-0.2006951
-0.020934587,0.0042496505,-1.7003998,0.119858645,0.03680775,1.4950049,-0.0068439185,-0.08037498,-1.4957879,-0.09943464,-0.05167228,1.5243758,0.08535954,0.024600027,-1.4365746,-0.11561431,0.040202606,1.5874928,0.2,0.0,0.0,0.2609326,0.46729836,0.21105489,-0.23097302,0.5386085,-0.22583355,-0.21092132,0.037501458,0.54907256,-0.20513368,0.008496337,-0.5120183,-0.23094414,-0.5100764,0.30301648,-0.23090538,-0.49686646,-0.29140586,-0.20066175
-0.01634548,0.005522056,-1.7094617,0.12725274,0.035927523,1.486916,-0.012758917,-0.07903865,-1.4917698,-0.11277548,-0.050412517,1.5257281,0.088693686,0.025301691,-1.4264486,-0.11496523,0.040428635,1.595172,0.2,0.0,0.0,0.26071447,0.46409106,0.21083596,-0.23075208,0.54200035,-0.22323605,-0.21101272,0.03979979,0.54985976,-0.20515017,0.0042485204,-0.512015,-0.23072518,-0.51330024,0.30332184,-0.23068094,-0.49457648,-0.29073322,-0.20075028
-0.011635864,0.0069969627,-1.7180212,0.13276342,0.034857813,1.4792998,-0.01851857,-0.07749594,-1.4880406,-0.12560995,-0.049176075,1.5269152,0.091978595,0.026015552,-1.4166595,-0.11443017,0.04033833,1.603166,0.2,0.0,0.0,0.26051363,0.46097216,0.21067089,-0.2305494,0.5449313,-0.22140531,-0.2111462,0.042039547,0.55054355,-0.20524515,0.00015526335,-0.5119931,-0.23052505,-0.5164594,0.30360684,-0.2304855,-0.49219596,-0.289944,-0.20095992
-0.0067787883,0.008547591,-1.7263244,0.13743784,0.03373432,1.4719685,-0.024096394,-0.07595123,-1.484596,-0.13809311,-0.04785463,1.5280938,0.09524768,0.02688675,-1.406696,-0.11407248,0.039965987,1.6115699,0.2,0.0,0.0,0.26031905,0.45794433,0.21055195,-0.23036286,0.5474766,-0.22012322,-0.21130513,0.044251435,0.55108804,-0.20540234,-0.00380095,-0.51194113,-0.23033239,-0.519498,0.3038776,-0.23028585,-0.48967102,-0.2890091,-0.20127003
-0.0018272043,0.010234239,-1.7342938,0.14222962,0.03240807,1.4648962,-0.029535975,-0.074203186,-1.4813569,-0.15020752,-0.04641741,1.5292503,0.098497204,0.027880618,-1.3967483,-0.11380977,0.03929528,1.6207688,0.2,0.0,0.0,0.2601219,0.45493892,0.21048875,-0.23016194,0.5498296,-0.2190515,-0.21147911,0.046367977,0.55154556,-0.20553112,-0.007653562,-0.5118623,-0.23013453,-0.5225651,0.30412388,-0.23008409,-0.48699299,-0.2879503,-0.20165767
0.0033790844,0.011983485,-1.7422134,0.14784372,0.030712686,1.4578563,-0.034876496,-0.07215572,-1.4782712,-0.16199267,-0.04493123,1.5303491,0.101703495,0.028869392,-1.3870809,-0.11366349,0.038119312,1.6305385,0.2,0.0,0.0,0.25992125,0.451973,0.21045569,-0.22996482,0.552037,-0.21786763,-0.21172915,0.048425686,0.55188626,-0.20570207,-0.011424732,-0.5117673,-0.22993542,-0.5256027,0.30435967,-0.22989045,-0.48404992,-0.28671116,-0.20214313
0.008599609,0.0137304,-1.7499992,0.15472312,0.028410891,1.4507042,-0.040079564,-0.06987631,-1.4751922,-0.17360803,-0.04342842,1.5313472,0.10496216,0.02997743,-1.377141,-0.11359436,0.035561647,1.6406926,0.2,0.0,0.0,0.25971296,0.44897532,0.21043092,-0.2297504,0.55417895,-0.21636163,-0.2121083,0.050437164,0.55207044,-0.2059702,-0.01513207,-0.5116765,-0.22973093,-0.52857006,0.3045518,-0.22967438,-0.48085618,-0.28531426,-0.20275864
0.01380769,0.015956085,-1.7576804,0.16305903,0.024690468,1.4432431,-0.04519751,-0.066972576,-1.4720485,-0.18472092,-0.041908126,1.5320501,0.108358406,0.031057129,-1.3671824,-0.11358801,0.030410256,1.6509309,0.2,0.0,0.0,0.2595257,0.44599575,0.21038212,-0.22956195,0.55627364,-0.214353,-0.21274151,0.052362762,0.5521536,-0.20636247,-0.018808326,-0.5116093,-0.22954138,-0.5316196,0.30468646,-0.2294845,-0.4772104,-0.28372812,-0.20377421
0.01909495,0.018549275,-1.7651209,0.17267847,0.018526874,1.436228,-0.050169837,-0.06318664,-1.4688284,-0.19609678,-0.04058844,1.5324184,0.111893065,0.032122076,-1.3574035,-0.11379682,0.020450039,1.6607429,0.2,0.0,0.0,0.259387,0.4429491,0.2102681,-0.22942564,0.5582088,-0.21165942,-0.21382838,0.05425324,0.5520802,-0.20697676,-0.022296859,-0.51159364,-0.22939792,-0.5346921,0.30475193,-0.22935596,-0.47280985,-0.28182402,-0.20564626
0.024547253,0.02184852,-1.7727853,0.18270856,0.0070784395,1.4293147,-0.055409882,-0.058002576,-1.4659196,-0.2075126,-0.039491985,1.5322933,0.11548862,0.032967307,-1.3476332,-0.11432175,0.005077624,1.6719092,0.2,0.0,0.0,0.259306,0.43998092,0.2100241,-0.22935237,0.55946195,-0.20830473,-0.2157947,0.056227148,0.5517236,-0.20792602,-0.025868358,-0.5116098,-0.229319,-0.5376239,0.30475938,-0.22926237,-0.4671956,-0.27933413,-0.20893823
0.030613499,0.026245156,-1.7791353,0.19292068,-0.0131935375,1.4234228,-0.06022764,-0.048409116,-1.4638319,-0.21862131,-0.03859875,1.5317177,0.11978445,0.033258725,-1.3382365,-0.11508529,-0.015937546,1.685322,0.2,0.0,0.0,0.25930098,0.43673518,0.20982897,-0.22930604,0.5592763,-0.20402661,-0.2195281,0.05810002,0.55088097,-0.20943375,-0.029231632,-0.5116496,-0.22930735,-0.54069304,0.3045721,-0.22926576,-0.4595637,-0.2760988,-0.2138049
0.038233712,0.031891443,-1.7849067,0.1943147,-0.02503528,1.4247506,-0.06419286,-0.026468193,-1.4643893,-0.22826704,-0.038563143,1.5303091,0.12490339,0.032726143,-1.3298188,-0.11578703,-0.046831578,1.6995311,0.2,0.0,0.0,0.25945222,0.4336669,0.20989956,-0.22944373,0.55643404,-0.1985627,-0.22627267,0.05975414,0.5484991,-0.21262315,-0.032089993,-0.51176393,-0.22946323,-0.5438085,0.30393827,-0.22942245,-0.44933197,-0.2720073,-0.22028218
0.046212535,0.035460573,-1.7889082,0.19324914,-0.026819546,1.4305099,-0.06177848,-6.377556e-07,-1.4643507,-0.23603086,-0.039537556,1.5333062,0.12927145,0.03240842,-1.324201,-0.117877916,-0.047070924,1.6920952,0.2,0.0,0.0,0.25961173,0.4310122,0.20991264,-0.2295524,0.5537351,-0.19664964,-0.229619,0.06165993,0.5415383,-0.22030886,-0.034093726,-0.51190895,-0.22961555,-0.5462699,0.30318657,-0.22958787,-0.43538478,-0.26641473,-0.229028
0.046896726,0.01929583,-1.7690811,0.18980289,-0.03238595,1.4327704,-0.05487556,0.0009664941,-1.4655465,-0.23440796,-0.010542171,1.5157868,0.1304276,0.009372864,-1.3266869,-0.121725336,-0.04389072,1.6882584,0.2,0.0,0.0,0.26004294,0.42932,0.20959254,-0.23001552,0.5518873,-0.19733769,-0.23006813,0.061733834,0.5331904,-0.23005904,-0.036289122,-0.5106942,-0.23003264,-0.5476063,0.3028863,-0.23004857,-0.4373542,-0.2664937,-0.23008825
