base1,shoulder1,elbow1,base2,shoulder2,elbow2,base3,shoulder3,elbow3,base4,shoulder4,elbow4,base5,shoulder5,elbow5,base6,shoulder6,elbow6,com_vx,com_vy,com_wz,height,e1x,e1y,e1z,e2x,e2y,e2z,e3x,e3y,e3z,e4x,e4y,e4z,e5x,e5y,e5z,e6x,e6y,e6z
0.13052242,-0.16301823,1.1304545,-1.4362582,1.5756595,-1.4444786,-0.055495862,-0.1363347,0.89567196,-2.092344,1.5952438,-1.4578125,0.4,0.0,0.0,1.0060849,0.37630504,0.18085252,-0.56487596,-0.20577246,-0.1547703,-0.661989
0.09608533,-0.39270884,1.1439661,-1.5873632,1.573637,-1.5320805,-0.11117231,-0.37483126,0.95160747,-1.9843004,1.3038875,-1.2522833,0.4,0.0,0.0,0.9991663,0.34923813,0.14627236,-0.7074771,-0.21355681,-0.13727152,-0.7337915
-0.0051423996,-0.3927001,1.1888645,-1.8439546,1.5832239,-1.5164214,-0.10164889,-0.39208174,0.96995366,-1.7536628,1.0821027,-1.111499,0.4,0.0,0.0,0.9885417,0.24811466,0.117066205,-0.73670006,-0.19129989,-0.1337061,-0.80810034
-0.097471975,-0.39270023,1.168097,-2.0101373,1.5929061,-1.5082489,-0.107233725,-0.39201364,0.9068,-1.6427208,1.0350618,-1.2081459,0.4,0.0,0.0,0.97694033,0.12596369,0.09952298,-0.74900854,-0.11965258,-0.13941047,-0.8819002
-0.12769617,-0.39270002,1.1384662,-2.0352497,1.580142,-1.471499,-0.07579937,-0.3930182,0.83833337,-1.5690627,1.1075715,-1.2603663,0.4,0.0,0.0,0.9702691,0.028988872,0.07509383,-0.75105107,-0.099348225,-0.14367583,-0.9079814
-0.14467093,-0.39270014,1.0759538,-1.9729933,1.5836297,-1.4462565,-0.047670133,-0.39261067,0.7619165,-1.4610159,1.1708598,-1.3105114,0.4,0.0,0.0,0.9665548,-0.02984458,0.050005376,-0.7573802,-0.09918265,-0.14663458,-0.9042306
-0.15011588,-0.39270014,0.98425746,-1.8674756,1.59238,-1.4232191,-0.032145083,-0.39255556,0.69932884,-1.3710761,1.2136607,-1.3480012,0.4,0.0,0.0,0.9642137,-0.06480916,0.026360609,-0.76169074,-0.09964665,-0.15000246,-0.9019186
-0.13931744,-0.39270017,0.8667059,-1.7201774,1.5909458,-1.3927373,-0.025358887,-0.3919195,0.67156136,-1.3237181,1.2351424,-1.3684039,0.4,0.0,0.0,0.9624517,-0.08407646,0.013660109,-0.7680305,-0.10016311,-0.15351042,-0.90016603
-0.10768991,-0.39270017,0.7287665,-1.5323485,1.565905,-1.3682114,-0.017490843,-0.3916094,0.6870603,-1.3249527,1.2357099,-1.3703344,0.4,0.0,0.0,0.96056926,-0.09222162,0.014785128,-0.78132355,-0.10101999,-0.15680271,-0.89828616
-0.056230664,-0.39270014,0.57955426,-1.3131162,1.47065,-1.339568,0.00085223716,-0.39173257,0.74344164,-1.372258,1.2158977,-1.3542237,0.4,0.0,0.0,0.9574585,-0.093774445,0.028315546,-0.8036374,-0.10231704,-0.15965723,-0.8951773
-0.03602954,-0.39188176,0.4184697,-1.089714,1.3679925,-1.4114302,0.025208227,-0.39188194,0.8082124,-1.4776419,1.3014524,-1.3581235,0.4,0.0,0.0,0.95331323,-0.1029673,0.050816085,-0.84459,-0.1039831,-0.16297783,-0.89102435
-0.04132469,-0.3925293,0.3001457,-0.96138185,1.3788824,-1.5185192,0.045244843,-0.39183047,0.860989,-1.5742888,1.4045169,-1.3347753,0.4,0.0,0.0,0.95110047,-0.11232756,0.05364672,-0.88412625,-0.093320325,-0.15955253,-0.8671483
-0.05448787,-0.39303687,0.22311755,-0.8816797,1.3861374,-1.5293757,0.066809356,-0.3916971,0.932511,-1.6686774,1.4971206,-1.3232483,0.4,0.0,0.0,0.9501144,-0.11071384,0.049382713,-0.8880272,-0.07765712,-0.14622496,-0.8407781
-0.065366425,-0.39299098,0.16750197,-0.8239721,1.386941,-1.535096,0.09459341,-0.3916689,1.0036408,-1.7441131,1.5741994,-1.3269948,0.4,0.0,0.0,0.9498615,-0.11463819,0.04681164,-0.8878232,-0.05496472,-0.12976085,-0.814925
-0.07136686,-0.39269257,0.1274954,-0.7870218,1.3870888,-1.5361874,0.1260817,-0.3917489,1.0597105,-1.7993431,1.6419462,-1.341961,0.4,0.0,0.0,0.9498899,-0.11901224,0.04437919,-0.88785744,-0.028204447,-0.11370033,-0.7908416
-0.0763054,-0.39251572,0.09803016,-0.7645492,1.3869627,-1.5340635,0.15476502,-0.39183235,1.1057093,-1.8470786,1.7031685,-1.3719782,0.4,0.0,0.0,0.9498863,-0.12381708,0.042302553,-0.8878753,-0.0031201246,-0.09990489,-0.76764315
-0.08333587,-0.39271313,0.077046454,-0.7519806,1.3853319,-1.5298359,0.17702143,-0.39180252,1.1481743,-1.8895241,1.7518814,-1.421278,0.4,0.0,0.0,0.9497549,-0.12905668,0.04044983,-0.8877577,0.01747238,-0.08877046,-0.74517167
-0.09254105,-0.39287773,0.06900888,-0.7534894,1.3814669,-1.5209012,0.1933036,-0.39181978,1.1849862,-1.9181664,1.7823018,-1.4874239,0.4,0.0,0.0,0.94954944,-0.13473062,0.038481914,-0.88756406,0.034668554,-0.080154784,-0.7259453
-0.10269728,-0.39286742,0.07596589,-0.7735696,1.3765843,-1.5085838,0.20607808,-0.39188117,1.210655,-1.9305471,1.7983624,-1.56483,0.4,0.0,0.0,0.94924575,-0.14088805,0.036264617,-0.88730675,0.050308585,-0.07367331,-0.71255165
-0.11275498,-0.392697,0.096811146,-0.8128692,1.37135,-1.4925729,0.21803834,-0.39188656,1.2229856,-1.929631,1.8032632,-1.6434733,0.4,0.0,0.0,0.9487712,-0.14731531,0.033949092,-0.8868648,0.06459336,-0.06839263,-0.7043044
-0.12281154,-0.39265692,0.1346229,-0.8719263,1.3641428,-1.4734468,0.23007531,-0.39190307,1.2265977,-1.9161564,1.7889507,-1.7129502,0.4,0.0,0.0,0.94813055,-0.15395732,0.03187999,-0.8862655,0.076609135,-0.06263654,-0.7003306
-0.13367163,-0.39272636,0.19181529,-0.95017296,1.3512974,-1.4469907,0.24136983,-0.39193046,1.2250772,-1.887087,1.7446502,-1.7684288,0.4,0.0,0.0,0.9474245,-0.16082318,0.029925583,-0.8855466,0.08622203,-0.054613885,-0.70293313
-0.14488962,-0.39275768,0.2719074,-1.0513742,1.3300427,-1.4124901,0.25157747,-0.39197066,1.214149,-1.8380835,1.669887,-1.8100705,0.4,0.0,0.0,0.9467163,-0.16808464,0.027916726,-0.88487,0.09418735,-0.043560546,-0.71505743
-0.15601994,-0.3926745,0.376703,-1.1775084,1.2965404,-1.367866,0.2597836,-0.39199838,1.1868879,-1.768105,1.5756003,-1.836617,0.4,0.0,0.0,0.94594455,-0.1756673,0.02575554,-0.88413256,0.10098096,-0.030013405,-0.7364143
-0.17322029,-0.39249226,0.5058849,-1.3245621,1.2420449,-1.3099587,0.2536157,-0.39198354,1.1389223,-1.6822091,1.4777383,-1.840971,0.4,0.0,0.0,0.9449394,-0.18360512,0.023295028,-0.88317037,0.106616534,-0.01604648,-0.7634495
